sid,label,prob_before,prob_after,pred_before,pred_after,changed
16556,1,0.8114362982819808,0.811436298924823,0,0,0
16623,1,0.2797301498036222,0.2797301498036222,0,0,0
16643,0,0.29932897469674236,0.29932897450588175,0,0,0
16648,0,0.26747191916191193,0.26747191916191193,0,0,0
16654,0,0.30087680041478776,0.3008768019750195,0,0,0
16706,1,0.9962010342297326,0.9960880025794627,1,1,0
16718,0,0.4865568117404166,0.4865568117404166,0,0,0
16746,1,0.719817705906422,0.713200005435529,0,0,0
16757,0,0.2930619766457809,0.29306197645824017,0,0,0
16814,1,0.38964363458481566,0.38964363486929904,0,0,0
16817,0,0.2736908696788648,0.2736908696788648,0,0,0
16841,0,0.31296250385622787,0.3129625036600863,0,0,0
16865,0,0.7705227363688861,0.7705227364539629,0,0,0
16924,0,0.28382937327379437,0.2838293730901505,0,0,0
16938,0,0.2858271533682743,0.28582715318398655,0,0,0
16966,1,0.8393157021904433,0.8393157061703465,0,0,0
16999,0,0.7524462827864871,0.7524462852381137,0,0,0
17044,0,0.6993497845178015,0.6993497787280858,0,0,0
17058,1,0.8756654150064648,0.8756654137576956,0,0,0
17062,0,0.29404388354693617,0.29404388483480853,0,0,0
17079,0,0.30505683094790925,0.3050568293613864,0,0,0
17130,1,0.4575184098822819,0.4575184351770145,0,0,0
17144,0,0.3003140771163866,0.3003140753342311,0,0,0
17160,1,0.7396072197698724,0.7396072274681185,0,0,0
17201,0,0.2923798894563936,0.2923798892686165,0,0,0
17232,0,0.4081651314420118,0.40816452467541087,0,0,0
17258,1,0.4835069734436942,0.48350697065231946,0,0,0
17277,0,0.2990731806017584,0.2990731804112101,0,0,0
17289,0,0.3049998347324663,0.30499983450958396,0,0,0
17309,0,0.294542121054863,0.2945421243394676,0,0,0
17410,1,0.3227431192456492,0.322743111219315,0,0,0
17419,1,0.6339486407815521,0.6339486042794342,0,0,0
17442,0,0.28439848757302316,0.28439848738932855,0,0,0
17458,0,0.26197441127038384,0.26197441127038384,0,0,0
17542,0,0.6207414082964894,0.620741406315203,0,0,0
17587,1,0.7778675540895928,0.7778675546846715,0,0,0
17597,0,0.29473401817998957,0.2947340179919844,0,0,0
17602,1,0.4798540019413675,0.47985510821412375,0,0,0
17648,1,0.4379001437281921,0.43790013584889925,0,0,0
17774,0,0.30457072771999644,0.30457072752741754,0,0,0
17794,0,0.287715615172718,0.2877156151402204,0,0,0
17804,1,0.2884331831001105,0.2918718329065922,0,0,0
17835,1,0.5914103107767368,0.5914103103013189,0,0,0
17845,0,0.27026591535184996,0.27026591535184996,0,0,0
17850,0,0.29689496488338357,0.29689496297868717,0,0,0
17897,0,0.5856619981872035,0.5856620093810483,0,0,0
17901,1,0.7632852712205901,0.7618439968800961,0,0,0
17916,1,0.34677355102507995,0.34677243115429973,0,0,0
17919,1,0.9961400571672993,0.9961400573305699,1,1,0
17965,1,0.26566075185239363,0.26566075185239363,0,0,0
18004,1,0.49274987898303935,0.49611287111272134,0,0,0
18005,1,0.62608127083887,0.6260812688917128,0,0,0
18009,0,0.28873882690599567,0.2887388266575833,0,0,0
18021,0,0.28713052921502474,0.28713052903022945,0,0,0
18090,1,0.7643788400100525,0.7120423815575857,0,0,0
18107,1,0.9602062082725595,0.9603306801656288,0,0,0
18129,1,0.7755268132182995,0.7834332417610241,0,0,0
18138,1,0.4134356127311144,0.42564625334666134,0,0,0
18159,0,0.4938321324939644,0.49383212294933004,0,0,0
18179,0,0.2925644713407868,0.2925644710788084,0,0,0
18217,0,0.30210002420514304,0.3021000240135377,0,0,0
18242,1,0.9960967474831605,0.9960967486884768,1,1,0
18262,0,0.29927853832589096,0.2992785397974398,0,0,0
18263,1,0.42797330766576525,0.43178135235765486,0,0,0
18278,0,0.29423459355818016,0.29423459337034774,0,0,0
18373,1,0.5350102681563041,0.5361826458667949,0,0,0
18383,0,0.323254836327072,0.32325482730240057,0,0,0
18388,1,0.40828207829072843,0.40828205122701333,0,0,0
18462,1,0.3212391389149497,0.3212391389149497,0,0,0
18481,0,0.28591500259870517,0.285915000833163,0,0,0
18482,0,0.4305942780670326,0.4305942780670326,0,0,0
18518,0,0.7229869213282335,0.7229869182604468,0,0,0
18533,0,0.2940341611940866,0.29403416107163716,0,0,0
18628,1,0.765527613079145,0.7655276301464953,0,0,0
18656,0,0.29570607355501244,0.2957060733663674,0,0,0
18685,1,0.7641600995992011,0.7641601160571498,0,0,0
18696,0,0.13048774836553256,0.1304877471259139,0,0,0
18765,1,0.34730826864200093,0.34984101670415363,0,0,0
18794,1,0.7598932778644927,0.7598932945977974,0,0,0
18799,0,0.28155965918922354,0.2815596557656907,0,0,0
18839,1,0.7750183613503221,0.7761948067271409,0,0,0
18844,1,0.14674984452674486,0.14801356991354644,0,0,0
18853,1,0.9961006236265407,0.996100623754626,1,1,0
18905,1,0.978495607500983,0.9785743467625779,0,0,0
18915,0,0.29567775472922203,0.2956777545405952,0,0,0
18920,1,0.5993524105580066,0.5945888938231256,0,0,0
18994,1,0.46024899403968256,0.4614697898734544,0,0,0
19073,0,0.7658639205082198,0.7658639190017521,0,0,0
19075,1,0.35475504211705267,0.35475504442385586,0,0,0
19103,0,0.3283567124765318,0.3283567124765318,0,0,0
19110,0,0.7032849619675866,0.7032849619675866,0,0,0
19114,0,0.2879598947763435,0.2879598946713571,0,0,0
19131,0,0.18257554308493262,0.18257554232111542,0,0,0
19209,1,0.45950326869854735,0.4595032686224036,0,0,0
19301,0,0.3004922790204936,0.30049227883005014,0,0,0
19317,1,0.5875499600368702,0.5875499585116767,0,0,0
19322,0,0.30207840659840274,0.3020784064070306,0,0,0
19329,0,0.2828536630652916,0.28285366288215413,0,0,0
19352,0,0.32806413240268284,0.32806413240268284,0,0,0
19364,0,0.7034881882588195,0.7034881882588195,0,0,0
19379,0,0.5170675349711212,0.5170675565511238,0,0,0
19392,1,0.694844272600681,0.6885333428238708,0,0,0
19419,1,0.42171209053870934,0.42171205384751514,0,0,0
19438,0,0.8289061410412117,0.8289061410412117,0,0,0
19453,0,0.297880849161395,0.2978808489719105,0,0,0
19455,0,0.2889833033032257,0.28898330328735505,0,0,0
19471,0,0.48293262863302405,0.48293263243827594,0,0,0
19488,0,0.30132049100751956,0.3013204908009562,0,0,0
19496,0,0.2999815081563401,0.29998150478801494,0,0,0
19507,0,0.29993721479479246,0.2999372146044829,0,0,0
19524,1,0.6251439323926072,0.6633571920805184,0,0,0
19536,0,0.29293608548180267,0.2929360854102513,0,0,0
19541,0,0.2969679209115685,0.2969679131260305,0,0,0
19554,1,0.2747719768473282,0.27762356497455015,0,0,0
19567,1,0.7744297194314945,0.7744297194314945,0,0,0
19583,1,0.9123961055865921,0.9123960970644195,0,0,0
19621,1,0.3990026807790225,0.40429868593040597,0,0,0
19649,1,0.3681689692743056,0.3681689355616732,0,0,0
19669,1,0.6229827582849523,0.6229827563287103,0,0,0
19682,0,0.297561645347076,0.2975616451570594,0,0,0
19728,0,0.28199215407820083,0.28199215085126406,0,0,0
19743,0,0.298847724373248,0.2988477241500062,0,0,0
19816,0,0.37832675047959,0.37832675047959,0,0,0
19817,1,0.28105558173092254,0.2830731696967704,0,0,0
19887,0,0.6953806493455478,0.6953806493455478,0,0,0
19889,1,0.6252248477757923,0.4364553063246506,0,0,0
19906,0,0.2861033354467009,0.2861033352624621,0,0,0
19944,0,0.21200384970610908,0.21200385108079298,0,0,0
19948,1,0.32966191342366724,0.3312519394820629,0,0,0
19975,0,0.3003958677518859,0.3003958659679936,0,0,0
20077,0,0.30182902430115766,0.30182902410989093,0,0,0
20113,1,0.7364916027342551,0.6500620944602762,0,0,0
20156,0,0.26805909793412847,0.26805909793412847,0,0,0
20169,1,0.33479937317373254,0.342181934864373,0,0,0
20170,1,0.47973041748387024,0.47973152380804535,0,0,0
20204,0,0.6875883268128855,0.6875883268128855,0,0,0
20207,1,0.314316257623468,0.3259722339686984,0,0,0
20214,1,0.48329822707205017,0.4865299116734727,0,0,0
20226,0,0.3017228778460841,0.3017228776549037,0,0,0
20234,0,0.2856086205685244,0.28560861878705557,0,0,0
20277,0,0.2869046267025942,0.28690462651794935,0,0,0
20321,1,0.7786637947104311,0.7653034869078817,0,0,0
20324,1,0.5813350198455612,0.5813350198455612,0,0,0
20379,0,0.7032849619675866,0.7032849619675866,0,0,0
20402,1,0.5103288546829938,0.5126217583243456,0,0,0
20417,0,0.5206237710281456,0.5206237710281456,0,0,0
20458,1,0.6499473088384747,0.6499473088384747,0,0,0
20477,0,0.4704346388050764,0.4704359000109184,0,0,0
20550,1,0.7421816526507944,0.7421816518185638,0,0,0
20653,0,0.37832675047959,0.37832675047959,0,0,0
20662,1,0.7626850943994182,0.7701671201612378,0,0,0
20676,0,0.5356943391089996,0.5356943391089996,0,0,0
20697,0,0.3033666486137878,0.3033666484072281,0,0,0
20755,0,0.28323532700721227,0.2832353269292237,0,0,0
20771,0,0.29914544643529695,0.2991454462451656,0,0,0
20806,0,0.27589808349380796,0.27589808349380796,0,0,0
20824,0,0.30009051402677234,0.3000905212328033,0,0,0
20857,0,0.2999879067834508,0.2999879067834508,0,0,0
20874,0,0.25899228255497875,0.25899228255497875,0,0,0
20895,1,0.7543703554768255,0.6554390869311176,0,0,0
20897,1,0.32925712035443766,0.3292571122160118,0,0,0
20999,1,0.7641649199433437,0.7641649364005458,0,0,0
21032,1,0.6885534696022768,0.5929443924549974,0,0,0
21062,1,0.3332661479420625,0.33326614659917736,0,0,0
21119,0,0.3920348319936833,0.39203483409143386,0,0,0
21123,0,0.28305906399422287,0.2830590638112455,0,0,0
21160,1,0.3373526862869698,0.3373526847190498,0,0,0
21167,0,0.2820922624829359,0.2820922624058888,0,0,0
21173,1,0.3344873753099606,0.3360183619181431,0,0,0
21175,0,0.28165310453856296,0.2816531058941445,0,0,0
21181,1,0.5111833998450274,0.5132676557702655,0,0,0
21187,0,0.46170370555178714,0.4617037078664705,0,0,0
21241,0,0.2770117867465456,0.2770117867465456,0,0,0
21273,1,0.5878917565853011,0.5878917516976373,0,0,0
21286,0,0.34232782560651803,0.34232782560651803,0,0,0
21303,0,0.7861017106613101,0.7861017098609038,0,0,0
21373,1,0.7378034344792925,0.7378034344792925,0,0,0
21421,0,0.3044024067034294,0.30440240666588625,0,0,0
21423,0,0.3949979042095583,0.3949979130659909,0,0,0
21466,0,0.2885336395424155,0.28853363935817955,0,0,0
21506,0,0.29491527476820567,0.2949152745803306,0,0,0
21547,1,0.5223980618395337,0.5223980245829117,0,0,0
21602,0,0.28520652711774025,0.285206526843883,0,0,0
21669,0,0.2962813234348846,0.296281324867332,0,0,0
21686,1,0.310203249447169,0.3120712607488018,0,0,0
21715,0,0.4060208438994381,0.4060208438994381,0,0,0
21807,1,0.884178944954868,0.8977074787164926,0,0,0
21827,1,0.6219704400976709,0.6219704381360367,0,0,0
21830,0,0.8259156556180958,0.8259156556180958,0,0,0
21837,1,0.3980638594768335,0.39806386081941936,0,0,0
21905,0,0.2838559412424672,0.2838559410585188,0,0,0
21907,1,0.15042869458829014,0.15042869458829014,0,0,0
21913,1,0.6416435512234872,0.6476983633055751,0,0,0
21992,0,0.2980819326909307,0.2980819324849401,0,0,0
22031,0,0.7627029659030644,0.7627029638293512,0,0,0
22046,1,0.26867845397427226,0.27267968274061977,0,0,0
22054,0,0.5803028378306201,0.5803028378306201,0,0,0
22057,1,0.4364867463596096,0.43868179642096344,0,0,0
22089,0,0.2811218555219925,0.2811218555219925,0,0,0
22102,0,0.2954352201191245,0.29543521844986953,0,0,0
22127,1,0.9118254816285081,0.9118254801385557,0,0,0
22165,0,0.284669556630056,0.2846695549413654,0,0,0
22210,0,0.2851087806639005,0.28510878047991806,0,0,0
22220,0,0.5477988081395578,0.547798807946988,0,0,0
22228,0,0.5793461548735502,0.5793461148695347,0,0,0
22293,0,0.3063778944245239,0.3063778942303605,0,0,0
22466,0,0.28185409850455584,0.28185409843051823,0,0,0
22493,1,0.7393803809262502,0.7393803801275503,0,0,0
22548,1,0.9462991493096518,0.9462991494105583,0,0,0
22552,1,0.4988984187097763,0.4988984175146406,0,0,0
22576,0,0.2827463795727496,0.2827463795727496,0,0,0
22616,1,0.4907218189097087,0.4907218172354944,0,0,0
22665,0,0.2852233657306895,0.2852233655466001,0,0,0
22691,0,0.43915850195847744,0.43915850026929176,0,0,0
22712,1,0.7393144533408567,0.7393144525460856,0,0,0
22718,1,0.34562506256515657,0.37292878502850757,0,0,0
22720,0,0.29983916454002146,0.2998391627525044,0,0,0
22739,0,0.30242296565781823,0.30242296705632116,0,0,0
22784,1,0.39621352855152825,0.3988342291826311,0,0,0
22785,0,0.2848305607523969,0.28483056056863804,0,0,0
22797,1,0.34526575537504633,0.34526578891351506,0,0,0
22806,1,0.7395274675887389,0.6645555725292418,0,0,0
22836,1,0.8675308696250514,0.8675308670298888,0,0,0
22864,0,0.7002285236314588,0.7002285236314588,0,0,0
22872,0,0.577264156703292,0.5772641635224995,0,0,0
22874,0,0.28317616373236365,0.28317616680978946,0,0,0
22879,1,0.5410130107453872,0.5426969744863888,0,0,0
23052,1,0.796130130079137,0.796130132432123,0,0,0
23105,0,0.2964018274330981,0.2964018272677736,0,0,0
23126,0,0.28854705343937076,0.28854705331881053,0,0,0
23166,1,0.9961603232542725,0.9961603234197072,1,1,0
23178,1,0.7373378994861328,0.7552395555177166,0,0,0
23190,0,0.29482936559068207,0.2948293654603112,0,0,0
23197,1,0.7830585255640693,0.783058523759837,0,0,0
23199,0,0.29891348666907325,0.29891348647900823,0,0,0
23201,0,0.8770093198714564,0.8770093198714564,0,0,0
23270,0,0.7032849619675866,0.7032849619675866,0,0,0
23286,1,0.5993524105580066,0.5993524105580066,0,0,0
23294,1,0.6221602290806841,0.6474397369566128,0,0,0
23313,0,0.46204426300887486,0.4620442502921384,0,0,0
23334,1,0.9323954077374926,0.9323954070654762,0,0,0
23337,0,0.2970967540521518,0.2970967523691099,0,0,0
23366,1,0.34513708779925156,0.3451371177294943,0,0,0
23369,1,0.2785535867912792,0.2785535867912792,0,0,0
23381,1,0.6252879335076575,0.41809698968213077,0,0,0
23389,0,0.018960825953291925,0.018960825953291925,0,0,0
23401,1,0.47219257857616187,0.47401673037301084,0,0,0
23410,0,0.3032481564724384,0.3032481596205727,0,0,0
23438,1,0.3135430871819127,0.3310868319073798,0,0,0
23482,1,0.4955514508355883,0.49909878268667646,0,0,0
23513,0,0.28388800062286773,0.28388800043943274,0,0,0
23515,0,0.29840788134700547,0.2984078811561322,0,0,0
23602,0,0.7032849619675866,0.7032849619675866,0,0,0
23641,0,0.2988791040925314,0.29887910390186306,0,0,0
23676,0,0.3060008998308228,0.3060008996366969,0,0,0
23683,0,0.28246229307892345,0.2824622928962076,0,0,0
23698,0,0.2873942278077013,0.28739422762191075,0,0,0
23711,1,0.5066367706265762,0.503654992255915,0,0,0
23712,0,0.29192060221768235,0.291920601989973,0,0,0
23738,1,0.42955828282051384,0.455185450101152,0,0,0
23752,1,0.32832373302464946,0.32832372486412253,0,0,0
23773,1,0.4312127809161103,0.43121390620231886,0,0,0
23789,1,0.49269059880241994,0.3722910782582158,0,0,0
23825,0,0.2960121581047152,0.29601215786666313,0,0,0
23847,0,0.2833716436352183,0.2833716434515117,0,0,0
23878,1,0.760240917800849,0.7602409198161569,0,0,0
23892,1,0.2755495647650849,0.2755495647650849,0,0,0
23963,0,0.3096022032700619,0.3096022030750242,0,0,0
23966,1,0.3393802715912978,0.349947269042985,0,0,0
23967,1,0.45187983454152764,0.4518798498794135,0,0,0
24005,0,0.28776300475210825,0.28776300294702356,0,0,0
24033,0,0.7032849619675866,0.7032849619675866,0,0,0
24036,0,0.27730947653502974,0.27730947653502974,0,0,0
24079,1,0.5814963964630595,0.5814963948007597,0,0,0
24137,0,0.29685104749621183,0.29685104236802146,0,0,0
24161,1,0.28041798818828284,0.2804179857277881,0,0,0
24191,1,0.7641337559985113,0.7837734092297297,0,0,0
24197,1,0.7741905192047188,0.7905188147542491,0,0,0
24217,1,0.8573780162156626,0.8579396460386695,0,0,0
24218,0,0.4060208438994381,0.4060208438994381,0,0,0
24335,1,0.4025750205717223,0.42268777466892016,0,0,0
24370,0,0.2851085088770965,0.28510850869292564,0,0,0
24394,1,0.33151090010595513,0.3322986344093989,0,0,0
24433,0,0.30137092709481395,0.30137092690999806,0,0,0
24452,1,0.9886766542310709,0.9732808533366152,1,0,1
24483,0,0.29928126694803925,0.2992812667596666,0,0,0
24559,1,0.4633793193574491,0.4485365679063447,0,0,0
24560,0,0.2836058930907226,0.2836058929075854,0,0,0
24569,1,0.18125133078017802,0.18125133210756594,0,0,0
24582,0,0.2860509397523242,0.28605093956830546,0,0,0
24620,0,0.2847868460953971,0.2847868459114788,0,0,0
24621,0,0.47196781434037566,0.4719678050993177,0,0,0
24626,0,0.4060208438994381,0.4060208438994381,0,0,0
24649,0,0.4610786857792929,0.4610786897422045,0,0,0
24684,1,0.779628388707913,0.7732714416111203,0,0,0
24831,0,0.3024182126613375,0.3024182141876312,0,0,0
24863,0,0.303334162629032,0.30333416243668443,0,0,0
24872,0,0.28289694325412296,0.2828969430709442,0,0,0
24887,0,0.29846599255236717,0.29846599235904225,0,0,0
24891,1,0.6888383780744546,0.6918227965484923,0,0,0
24918,0,0.576933722193745,0.5769337074137729,0,0,0
24931,0,0.38846212537818764,0.38846211976193207,0,0,0
24944,1,0.6000057657084608,0.5045929016656479,0,0,0
24953,1,0.5042753305971228,0.5064562144453535,0,0,0
24957,0,0.2975183571642825,0.29751835697454354,0,0,0
24970,1,0.44716051393516987,0.4806708099983386,0,0,0
24984,0,0.29646468899922124,0.2964646888401302,0,0,0
25005,1,0.2830685983241178,0.2830685983241178,0,0,0
25016,0,0.4060208438994381,0.4060208438994381,0,0,0
25029,1,0.6222052949307513,0.6250621581022591,0,0,0
25105,1,0.7628625890791849,0.7707475093647206,0,0,0
25111,0,0.7002285236314588,0.7002285236314588,0,0,0
25134,0,0.2935393103955778,0.2935393085040685,0,0,0
25159,1,0.8894645116748717,0.8894645104589215,0,0,0
25188,1,0.905932405108024,0.9063215081842986,0,0,0
25226,1,0.7682406304778143,0.7682406325136916,0,0,0
25294,0,0.4016381986248603,0.401638190838812,0,0,0
25370,0,0.29567427384307626,0.29567427519208794,0,0,0
25375,1,0.5790468480062362,0.5790468480062362,0,0,0
25429,1,0.32217925052472296,0.32420734498859155,0,0,0
25438,1,0.9429279735726034,0.942927971444545,0,0,0
25473,1,0.7478851251003824,0.7478851224921429,0,0,0
25495,0,0.5773938498593484,0.5773938495863778,0,0,0
25512,1,0.8661904247754387,0.8661904219907888,0,0,0
25516,0,0.27257677427947286,0.27257677427947286,0,0,0
25543,1,0.9961012654133851,0.9961012666376097,1,1,0
25628,0,0.3093267147878616,0.3093267129665878,0,0,0
25693,0,0.29335857171680235,0.293358571529185,0,0,0
25718,0,0.533005557133091,0.533005557133091,0,0,0
25758,0,0.3015404167380694,0.30154041489510336,0,0,0
25798,1,0.6253411315759271,0.6253411296267073,0,0,0
25799,0,0.2801813941095227,0.28018139545124193,0,0,0
25811,1,0.9061062147948304,0.906106203895183,0,0,0
25862,1,0.812651243105529,0.8133154680135459,0,0,0
25908,0,0.28522527888117244,0.285225277187476,0,0,0
25910,0,0.7487117868565978,0.7487117815307581,0,0,0
25923,0,0.26304100319040963,0.26304100319040963,0,0,0
25979,0,0.28384318911886114,0.28384318893523125,0,0,0
25989,1,0.7922669077596137,0.7150955549411879,0,0,0
26049,0,0.28144339816678915,0.2814433979842358,0,0,0
26113,1,0.42294475599500436,0.4229447302895045,0,0,0
26181,0,0.7319156294043923,0.7319156294043923,0,0,0
26190,0,0.47722289196684,0.4772217506152848,0,0,0
26196,0,0.9894374993108932,0.9894375006405152,1,1,0
26201,0,0.29554383647006327,0.2955438362811521,0,0,0
26234,0,0.2999459846071433,0.29994598443864934,0,0,0
26238,1,0.978048402546397,0.9780484021965054,0,0,0
26328,1,0.7013200850003881,0.7119089914720628,0,0,0
26384,1,0.7353190759445808,0.7353190759445808,0,0,0
26428,0,0.282116348097629,0.282116348097629,0,0,0
26447,1,0.6727296089277796,0.6727296051440061,0,0,0
26498,1,0.7081481777596818,0.7099705757630053,0,0,0
26508,1,0.3716381584097048,0.3739442368726422,0,0,0
26519,0,0.2796202810489775,0.27962028086644675,0,0,0
26532,0,0.7886566218414166,0.7886566218414166,0,0,0
26661,0,0.2845740647699387,0.2845740645857284,0,0,0
26677,1,0.3396448862005833,0.34289380472058156,0,0,0
26682,1,0.3309212612351415,0.33092125308356773,0,0,0
26683,1,0.9428460589780047,0.9428460580809583,0,0,0
26729,1,0.8553591999112624,0.8553591997302511,0,0,0
26859,1,0.5969218248249151,0.5986042541492376,0,0,0
26920,0,0.295577631941788,0.29557763180676866,0,0,0
26936,1,0.6255916128077033,0.625591610860216,0,0,0
26952,1,0.47580997091422544,0.47580997091422544,0,0,0
27047,1,0.4786593975366424,0.4786593975366424,0,0,0
27076,1,0.6584399994704493,0.6598213970527791,0,0,0
27121,0,0.46819884890874625,0.46819885123052263,0,0,0
27160,0,0.6184649376796957,0.6184649356930491,0,0,0
27213,1,0.6444372274704825,0.6444371031200781,0,0,0
27227,0,0.2828002120944833,0.28280021172233033,0,0,0
27278,1,0.7354739453090084,0.7354739538875313,0,0,0
27297,0,0.2916655647202815,0.29166556453267906,0,0,0
27319,1,0.8235827567613081,0.8235827569085639,0,0,0
27321,0,0.33032143242192713,0.33032142887175087,0,0,0
27347,1,0.6232004239313657,0.6232004049944823,0,0,0
27373,0,0.29802019232915866,0.29802019215320125,0,0,0
27376,1,0.9747785276907931,0.9737450422854368,0,0,0
27463,0,0.28293240832007127,0.2829324081372494,0,0,0
27557,0,0.27886878962687683,0.27886878934680126,0,0,0
27684,1,0.6485645586677095,0.6471147985061639,0,0,0
27757,0,0.29567529895060257,0.29567529725125163,0,0,0
27848,0,0.29392093794781793,0.2939209361825671,0,0,0
27864,0,0.32002969306370954,0.3200291526152017,0,0,0
27887,0,0.28737899940131273,0.2873789990488449,0,0,0
27888,1,0.6213000428851422,0.6213000428851422,0,0,0
27917,1,0.8894391489593119,0.7704546184805807,0,0,0
27929,1,0.7167321586092341,0.7167321610690601,0,0,0
27933,0,0.2817992791555784,0.2817992761666912,0,0,0
27937,0,0.2927347878303158,0.2927347876423184,0,0,0
27945,1,0.7549975139726529,0.7549975083197566,0,0,0
27982,0,0.3353493742774322,0.3353493742774322,0,0,0
27994,1,0.4879585970907018,0.5156705229906494,0,0,0
28082,1,0.6695071706584198,0.6784191536145089,0,0,0
28091,0,0.30113028236235684,0.30113028217094673,0,0,0
28120,1,0.7593546284759985,0.7593546430184662,0,0,0
28166,0,0.3026365093353265,0.3026365091725771,0,0,0
28195,0,0.2618520816532462,0.2618520816532462,0,0,0
28203,1,0.6225102101481098,0.622510208206263,0,0,0
28275,1,0.27761162981637677,0.28199774299633856,0,0,0
28280,0,0.4352793198411959,0.4352793309714358,0,0,0
28472,0,0.6237806295638356,0.6237806302724602,0,0,0
28493,1,0.5450800086819699,0.5541148476152511,0,0,0
28522,1,0.763966277281806,0.7639662917264304,0,0,0
28523,0,0.49951190326177336,0.49951190326177336,0,0,0
28576,1,0.6828464675635073,0.6828464677132017,0,0,0
28610,1,0.25615126027593804,0.25615126027593804,0,0,0
28613,0,0.2956273859746899,0.2956273857862441,0,0,0
28654,1,0.47831456210880124,0.4783145575920018,0,0,0
28657,1,0.697072473278387,0.6851328938163814,0,0,0
28662,1,0.5797341398678593,0.5749666633663699,0,0,0
28682,1,0.5896411837438098,0.5918105840128517,0,0,0
28699,0,0.48630214041746544,0.4863021442999088,0,0,0
28777,0,0.7018026706405167,0.7018026706405167,0,0,0
28787,0,0.2616898029855902,0.2616898029855902,0,0,0
28810,0,0.29602096341832684,0.2960209632299214,0,0,0
28821,0,0.9895139406217076,0.9895139405701529,1,1,0
28832,0,0.3008088218045435,0.3008088216024027,0,0,0
28836,0,0.5790054504117083,0.5790054547068403,0,0,0
28837,0,0.2961639243696543,0.2961639241809342,0,0,0
28849,0,0.7384459572163952,0.7384459572163952,0,0,0
28854,0,0.48069178744637364,0.4806917897781292,0,0,0
28871,0,0.1770061698045729,0.1770061698045729,0,0,0
28886,1,0.2935256907551193,0.2935256907551193,0,0,0
28896,0,0.9502477978822724,0.9502477949233968,0,0,0
28944,1,0.738788399387363,0.7387883971668139,0,0,0
28980,1,0.7621360519868956,0.7621360495106818,0,0,0
28984,1,0.5537435317295001,0.5554964731435257,0,0,0
29025,0,0.565015652185206,0.565015652185206,0,0,0
29028,1,0.6499410471658696,0.6499410525786554,0,0,0
29033,0,0.27987170798574773,0.2798717078039913,0,0,0
29049,1,0.6245390144142313,0.6245390355332189,0,0,0
29053,0,0.950395533461171,0.9503955307030347,0,0,0
29054,0,0.28524083342768525,0.28524083324350197,0,0,0
29092,0,0.6870861815634333,0.6870861859053682,0,0,0
29094,0,0.2825138848786372,0.2825138846958523,0,0,0
29145,0,0.4312862641701156,0.43128626065121173,0,0,0
29261,1,0.6441028226029518,0.615887136396988,0,0,0
29375,0,0.2822372055570098,0.2822372053741766,0,0,0
29417,1,0.9768507952954101,0.976932618505004,0,0,0
29426,1,0.9651485514611329,0.965148550973283,0,0,0
29480,1,0.3609340153187503,0.37595007771805633,0,0,0
29640,0,0.30246800441618404,0.3024680057606306,0,0,0
29641,0,0.2790945168146009,0.279094515170413,0,0,0
29645,0,0.2988618952937154,0.29886189508859085,0,0,0
29669,1,0.3230798849230772,0.32805737537342206,0,0,0
29698,0,0.6932593308858153,0.6932593313894915,0,0,0
29715,1,0.48545671219753567,0.4854567143842916,0,0,0
29716,0,0.3025860953569665,0.30258609516550067,0,0,0
29739,1,0.8997872319735323,0.8282126021382988,0,0,0
29759,1,0.9534778096248907,0.950756187254223,0,0,0
29784,1,0.88883639167945,0.8909340754666953,0,0,0
29788,1,0.7492792339860318,0.751139217714407,0,0,0
29819,1,0.8109101240542899,0.8109101206479152,0,0,0
30008,0,0.38682454926101406,0.38682454714493686,0,0,0
30011,1,0.7647098538833573,0.7601803913359865,0,0,0
30025,1,0.7641800602710052,0.7641800767339398,0,0,0
30036,1,0.7018164208445742,0.7018164225607163,0,0,0
30059,0,0.5715848259038862,0.5715847958330099,0,0,0
30084,0,0.2738008550165715,0.2738008550165715,0,0,0
30103,1,0.42958533806980453,0.4295853365544863,0,0,0
30140,0,0.28184171684492626,0.2818417166620858,0,0,0
30159,0,0.6212342662143423,0.6212342642483223,0,0,0
30162,1,0.5416996202248063,0.5416996236630672,0,0,0
30234,1,0.9699625771267006,0.9700271823145307,0,0,0
30244,0,0.29380504260289453,0.29380504085896997,0,0,0
30285,0,0.5390214822301423,0.5390214822301423,0,0,0
30287,1,0.2637034555805169,0.2637034555805169,0,0,0
30289,0,0.28266469325141824,0.28266469306875497,0,0,0
30360,1,0.6691577341126445,0.6691577340051325,0,0,0
30366,1,0.4191629775398838,0.41916297657111523,0,0,0
30372,1,0.37076221278993843,0.3707622132815782,0,0,0
30381,0,0.817454073991428,0.8174540744172232,0,0,0
30458,0,0.026431788962326282,0.026431788962326282,0,0,0
30460,1,0.5316738574092504,0.5316738574092504,0,0,0
30508,1,0.6253426782201896,0.6253426762794777,0,0,0
30523,1,0.44710914760976234,0.4671694547125639,0,0,0
30538,0,0.2962703459709722,0.2962703443273215,0,0,0
30549,1,0.8194644824822699,0.8194644836929327,0,0,0
30652,1,0.33914013321429076,0.3640267244295874,0,0,0
30679,0,0.29296002083977163,0.2929600206522142,0,0,0
30715,1,0.4879585970907018,0.49789558721583466,0,0,0
30724,1,0.9953470827626434,0.9953470822781565,1,1,0
30739,1,0.453717317288876,0.45371731550180106,0,0,0
30750,0,0.30773648018785155,0.3077364799937682,0,0,0
